PGD ID	PGD Type	Meteorite	Technique	12C/13C	14N/15N	d(29Si/28Si)	d(30Si/28Si)
SiC-2010-HOP-000053	M	Murchison	MPIC NanoSIMS	20.06		53	38
SiC-2010-HOP-000054	M	Murchison	MPIC NanoSIMS	45.33		53	27
SiC-2010-HOP-000055	M	Murchison	MPIC NanoSIMS	59.36		62	12
SiC-2010-HOP-000056	M	Murchison	MPIC NanoSIMS	35.64		51	22
SiC-2010-HOP-000057	M	Murchison	MPIC NanoSIMS	15.50		28	-18
SiC-2010-HOP-000058	M	Murchison	MPIC NanoSIMS	55.50		57	49
SiC-2010-HOP-000059	M	Murchison	MPIC NanoSIMS	53.30		25	16
SiC-2010-HOP-000060	M	Murchison	MPIC NanoSIMS	69.49		67	-13
SiC-2010-HOP-000061	M	Murchison	MPIC NanoSIMS	50.07		118	-31
SiC-2010-HOP-000062	M	Murchison	MPIC NanoSIMS	58.78		3	56
SiC-2010-HOP-000063	AB	Murchison	MPIC NanoSIMS	12.99		19	42
SiC-2010-HOP-000064	M	Murchison	MPIC NanoSIMS	19.30		10	74
SiC-2010-HOP-000065	M	Murchison	MPIC NanoSIMS	64.10		53	58
SiC-2010-HOP-000066	M	Murchison	MPIC NanoSIMS	21.13		-5	22
SiC-2010-HOP-000067	M	Murchison	MPIC NanoSIMS	39.66		9	-17
SiC-2010-HOP-000068	M	Murchison	MPIC NanoSIMS	52.60		37	64
SiC-2010-HOP-000069	M	Murchison	MPIC NanoSIMS	59.68		65	74
SiC-2010-HOP-000070	M	Murchison	MPIC NanoSIMS	35.54		-81	-92
SiC-2010-HOP-000071	M	Murchison	MPIC NanoSIMS	67.47		38	42
SiC-2010-HOP-000072	M	Murchison	MPIC NanoSIMS	68.68		63	94
SiC-2010-HOP-000073	M	Murchison	MPIC NanoSIMS	63.20		39	65
SiC-2010-HOP-000074	Z	Murchison	MPIC NanoSIMS	15.01		-47	43
SiC-2010-HOP-000075	M	Murchison	MPIC NanoSIMS	43.52		54	93
SiC-2010-HOP-000076	M	Murchison	MPIC NanoSIMS	56.34		13	-10
SiC-2010-HOP-000077	M	Murchison	MPIC NanoSIMS	31.90		-14	24
SiC-2010-HOP-000078	M	Murchison	MPIC NanoSIMS	37.74		0	-9
SiC-2010-HOP-000079	M	Murchison	MPIC NanoSIMS	42.69		51	24
SiC-2010-HOP-000080	AB	Murchison	MPIC NanoSIMS	3.37		-16	27
SiC-2010-HOP-000081	M	Murchison	MPIC NanoSIMS	53.29		65	42
SiC-2010-HOP-000082	M	Murchison	MPIC NanoSIMS	24.95		-9	1
SiC-2010-HOP-000083	M	Murchison	MPIC NanoSIMS	57.53		14	33
SiC-2010-HOP-000084	M	Murchison	MPIC NanoSIMS	59.56		17	28
SiC-2010-HOP-000085	M	Murchison	MPIC NanoSIMS	45.21		-45	33
SiC-2010-HOP-000086	M	Murchison	MPIC NanoSIMS	71.75		31	82
SiC-2010-HOP-000087	M	Murchison	MPIC NanoSIMS	42.82		2	16
SiC-2010-HOP-000088	M	Murchison	MPIC NanoSIMS	29.88		-30	-23
SiC-2010-HOP-000089	M	Murchison	MPIC NanoSIMS	31.77		49	49
SiC-2010-HOP-000090	M	Murchison	MPIC NanoSIMS	39.40		7	73
SiC-2010-HOP-000091	M	Murchison	MPIC NanoSIMS	64.21		17	58
SiC-2010-HOP-000092	M	Murchison	MPIC NanoSIMS	52.79		-20	-45
SiC-2010-HOP-000093	X	Murchison	MPIC NanoSIMS	89.08		-112	-147
SiC-2010-HOP-000094	M	Murchison	MPIC NanoSIMS	40.19		62	81
SiC-2010-HOP-000095	M	Murchison	MPIC NanoSIMS	42.14		11	24
SiC-2010-HOP-000096	M	Murchison	MPIC NanoSIMS	23.95		133	118
SiC-2010-HOP-000097	Z	Murchison	MPIC NanoSIMS	54.49		14	71
SiC-2010-HOP-000098	M	Murchison	MPIC NanoSIMS	62.23		-12	6
SiC-2010-HOP-000099	M	Murchison	MPIC NanoSIMS	55.76		-25	24
SiC-2010-HOP-000100	M	Murchison	MPIC NanoSIMS	63.01		20	51
SiC-2010-HOP-000101	Z	Murchison	MPIC NanoSIMS	62.28		2	81
SiC-2010-HOP-000102	M	Murchison	MPIC NanoSIMS	35.35		25	33
SiC-2010-HOP-000103	AB	Murchison	MPIC NanoSIMS	9.08		114	107
SiC-2010-HOP-000104	Z	Murchison	MPIC NanoSIMS	33.47		-19	42
SiC-2010-HOP-000105	M	Murchison	MPIC NanoSIMS	46.53		18	56
SiC-2010-HOP-000106	M	Murchison	MPIC NanoSIMS	53.54		6	42
SiC-2010-HOP-000107	M	Murchison	MPIC NanoSIMS	73.20		-2	33
SiC-2010-HOP-000108	M	Murchison	MPIC NanoSIMS	56.76		35	15
SiC-2010-HOP-000109	M	Murchison	MPIC NanoSIMS	47.55		43	48
SiC-2010-HOP-000110	M	Murchison	MPIC NanoSIMS	55.75		21	35
SiC-2010-HOP-000111	M	Murchison	MPIC NanoSIMS	17.13		31	15
SiC-2010-HOP-000112	M	Murchison	MPIC NanoSIMS	25.36		23	27
SiC-2010-HOP-000113	M	Murchison	MPIC NanoSIMS	27.27		10	47
SiC-2010-HOP-000114	M	Murchison	MPIC NanoSIMS	20.28		9	48
SiC-2010-HOP-000115	Z	Murchison	MPIC NanoSIMS	53.62		-16	58
SiC-2010-HOP-000116	M	Murchison	MPIC NanoSIMS	40.62		-13	42
SiC-2010-HOP-000117	M	Murchison	MPIC NanoSIMS	55.59		-5	66
SiC-2010-HOP-000118	M	Murchison	MPIC NanoSIMS	39.36		47	35
SiC-2010-HOP-000119	M	Murchison	MPIC NanoSIMS	41.95		5	42
SiC-2010-HOP-000120	M	Murchison	MPIC NanoSIMS	50.13		28	67
SiC-2010-HOP-000121	M	Murchison	MPIC NanoSIMS	33.34		1	10
SiC-2010-HOP-000122	M	Murchison	MPIC NanoSIMS	56.24		-10	11
SiC-2010-HOP-000123	M	Murchison	MPIC NanoSIMS	62.89		-14	29
SiC-2010-HOP-000124	M	Murchison	MPIC NanoSIMS	41.50		28	44
SiC-2010-HOP-000125	M	Murchison	MPIC NanoSIMS	43.54		-22	38
SiC-2010-HOP-000126	M	Murchison	MPIC NanoSIMS	35.03		10	54
SiC-2010-HOP-000127	M	Murchison	MPIC NanoSIMS	47.88		50	8
SiC-2010-HOP-000128	M	Murchison	MPIC NanoSIMS	28.37		17	32
SiC-2010-HOP-000129	M	Murchison	MPIC NanoSIMS	56.48		20	47
SiC-2010-HOP-000130	M	Murchison	MPIC NanoSIMS	38.20		59	64
SiC-2010-HOP-000131	M	Murchison	MPIC NanoSIMS	16.48		34	46
SiC-2010-HOP-000132	Z	Murchison	MPIC NanoSIMS	47.34		-32	30
SiC-2010-HOP-000133	M	Murchison	MPIC NanoSIMS	56.54		40	9
SiC-2010-HOP-000134	M	Murchison	MPIC NanoSIMS	54.89		25	56
SiC-2010-HOP-000135	M	Murchison	MPIC NanoSIMS	33.36		-21	13
SiC-2010-HOP-000136	M	Murchison	MPIC NanoSIMS	82.36		3	44
SiC-2010-HOP-000137	M	Murchison	MPIC NanoSIMS	64.04		-6	19
SiC-2010-HOP-000138	M	Murchison	MPIC NanoSIMS	60.30		-21	-14
SiC-2010-HOP-000139	M	Murchison	MPIC NanoSIMS	65.10		14	36
SiC-2010-HOP-000140	M	Murchison	MPIC NanoSIMS	21.23		65	54
SiC-2010-HOP-000141	M	Murchison	MPIC NanoSIMS	24.03		36	52
SiC-2010-HOP-000142	M	Murchison	MPIC NanoSIMS	20.77		6	29
SiC-2010-HOP-000143	M	Murchison	MPIC NanoSIMS	41.18		43	47
SiC-2010-HOP-000144	M	Murchison	MPIC NanoSIMS	39.57		39	58
SiC-2010-HOP-000145	M	Murchison	MPIC NanoSIMS	46.67		12	68
SiC-2010-HOP-000146	M	Murchison	MPIC NanoSIMS	38.78		53	49
SiC-2010-HOP-000147	M	Murchison	MPIC NanoSIMS	24.19		29	65
SiC-2010-HOP-000148	M	Murchison	MPIC NanoSIMS	44.04		-27	15
SiC-2010-HOP-000149	M	Murchison	MPIC NanoSIMS	27.76		46	35
SiC-2010-HOP-000150	M	Murchison	MPIC NanoSIMS	55.54		-6	26
SiC-2010-HOP-000151	M	Murchison	MPIC NanoSIMS	53.43		29	71
SiC-2010-HOP-000152	M	Murchison	MPIC NanoSIMS	59.76		24	53
SiC-2010-HOP-000153	M	Murchison	MPIC NanoSIMS	39.91		4	18
SiC-2010-HOP-000154	M	Murchison	MPIC NanoSIMS	43.91		33	28
SiC-2010-HOP-000155	M	Murchison	MPIC NanoSIMS	19.84		32	26
SiC-2010-HOP-000156	M	Murchison	MPIC NanoSIMS	50.51		49	53
SiC-2010-HOP-000157	M	Murchison	MPIC NanoSIMS	37.09		40	52
SiC-2010-HOP-000158	C	Murchison	MPIC NanoSIMS	78.87		1811	2882
SiC-2010-HOP-000159	M	Murchison	MPIC NanoSIMS	55.23		1	27
SiC-2010-HOP-000160	U	Murchison	MPIC NanoSIMS	74.92		171	25
SiC-2010-HOP-000161	Z	Murchison	MPIC NanoSIMS	55.07		-18	64
SiC-2010-HOP-000162	M	Murchison	MPIC NanoSIMS	34.64		54	51
SiC-2010-HOP-000163	M	Murchison	MPIC NanoSIMS	37.54		42	20
SiC-2010-HOP-000164	M	Murchison	MPIC NanoSIMS	19.85		-22	18
SiC-2010-HOP-000165	M	Murchison	MPIC NanoSIMS	44.01		25	73
SiC-2010-HOP-000166	M	Murchison	MPIC NanoSIMS	48.74		52	6
SiC-2010-HOP-000167	M	Murchison	MPIC NanoSIMS	81.93		75	26
SiC-2010-HOP-000168	M	Murchison	MPIC NanoSIMS	43.30		-28	-19
SiC-2010-HOP-000169	M	Murchison	MPIC NanoSIMS	52.17		3	122
SiC-2010-HOP-000170	M	Murchison	MPIC NanoSIMS	56.04		84	6
SiC-2010-HOP-000171	Y	Murchison	MPIC NanoSIMS	145.44		-4	43
SiC-2010-HOP-000172	M	Murchison	MPIC NanoSIMS	50.86		-66	-35
SiC-2010-HOP-000173	M	Murchison	MPIC NanoSIMS	32.49		89	34
SiC-2010-HOP-000174	AB	Murchison	MPIC NanoSIMS	8.97		28	57
SiC-2010-HOP-000175	M	Murchison	MPIC NanoSIMS	43.82		-49	-64
SiC-2010-HOP-000176	AB	Murchison	MPIC NanoSIMS	9.89		69	55
SiC-2010-HOP-000177	M	Murchison	MPIC NanoSIMS	28.72		32	2
SiC-2010-HOP-000178	M	Murchison	MPIC NanoSIMS	31.96		13	-5
SiC-2010-HOP-000179	M	Murchison	MPIC NanoSIMS	60.22		-27	-9
SiC-2010-HOP-000180	M	Murchison	MPIC NanoSIMS	48.97		112	53
SiC-2010-HOP-000181	M	Murchison	MPIC NanoSIMS	30.01		4	2
SiC-2010-HOP-000182	M	Murchison	MPIC NanoSIMS	56.10		-18	20
SiC-2010-HOP-000183	Z	Murchison	MPIC NanoSIMS	28.55		-33	88
SiC-2010-HOP-000184	M	Murchison	MPIC NanoSIMS	72.74		3	35
SiC-2010-HOP-000185	M	Murchison	MPIC NanoSIMS	54.66		55	81
SiC-2010-HOP-000186	M	Murchison	MPIC NanoSIMS	78.30		21	-8
SiC-2010-HOP-000187	M	Murchison	MPIC NanoSIMS	85.20		30	75
SiC-2010-HOP-000188	M	Murchison	MPIC NanoSIMS	57.81		46	43
SiC-2010-HOP-000189	M	Murchison	MPIC NanoSIMS	54.04		32	23
SiC-2010-HOP-000190	M	Murchison	MPIC NanoSIMS	62.14		53	41
SiC-2010-HOP-000191	M	Murchison	MPIC NanoSIMS	56.24		46	34
SiC-2010-HOP-000192	M	Murchison	MPIC NanoSIMS	58.31		39	40
SiC-2010-HOP-000193	M	Murchison	MPIC NanoSIMS	80.78		-1	6
SiC-2010-HOP-000194	M	Murchison	MPIC NanoSIMS	63.71		-8	-2
SiC-2010-HOP-000195	M	Murchison	MPIC NanoSIMS	95.46		91	51
SiC-2010-HOP-000196	Y	Murchison	MPIC NanoSIMS	119.47		-26	7
SiC-2010-HOP-000197	M	Murchison	MPIC NanoSIMS	47.92		3	24
SiC-2010-HOP-000198	M	Murchison	MPIC NanoSIMS	32.79		-9	0
SiC-2010-HOP-000199	M	Murchison	MPIC NanoSIMS	92.45		6	34
SiC-2010-HOP-000200	M	Murchison	MPIC NanoSIMS	68.71		52	88
SiC-2010-HOP-000201	M	Murchison	MPIC NanoSIMS	16.26		15	-25
SiC-2010-HOP-000202	M	Murchison	MPIC NanoSIMS	55.57		192	-9
SiC-2010-HOP-000203	M	Murchison	MPIC NanoSIMS	52.72		47	48
SiC-2010-HOP-000204	M	Murchison	MPIC NanoSIMS	17.39		55	44
SiC-2010-HOP-000205	C	Murchison	MPIC NanoSIMS	386.61	43	1362	1245
SiC-2010-HOP-000206	M	Murchison	MPIC NanoSIMS	45.51		28	4
SiC-2010-HOP-000207	M	Murchison	MPIC NanoSIMS	75.37		-36	-5
SiC-2010-HOP-000208	M	Murchison	MPIC NanoSIMS	36.21		42	-8
SiC-2010-HOP-000209	M	Murchison	MPIC NanoSIMS	63.88		-45	-7
SiC-2010-HOP-000210	M	Murchison	MPIC NanoSIMS	67.25		32	-28
SiC-2010-HOP-000211	M	Murchison	MPIC NanoSIMS	31.51		36	42
SiC-2010-HOP-000212	M	Murchison	MPIC NanoSIMS	15.30		6	-27
SiC-2010-HOP-000213	M	Murchison	MPIC NanoSIMS	14.41		-22	-142
SiC-2010-HOP-000214	M	Murchison	MPIC NanoSIMS	21.53		14	62
SiC-2010-HOP-000215	M	Murchison	MPIC NanoSIMS	35.78		36	39
SiC-2010-HOP-000216	M	Murchison	MPIC NanoSIMS	59.44		37	41
SiC-2010-HOP-000217	M	Murchison	MPIC NanoSIMS	61.19		-22	35
SiC-2010-HOP-000218	M	Murchison	MPIC NanoSIMS	20.32		-9	19
SiC-2010-HOP-000219	Y	Murchison	MPIC NanoSIMS	127.42		18	-41
SiC-2010-HOP-000220	M	Murchison	MPIC NanoSIMS	50.68		109	104
SiC-2010-HOP-000221	M	Murchison	MPIC NanoSIMS	77.08		2	22
SiC-2010-HOP-000222	M	Murchison	MPIC NanoSIMS	67.93		9	0
SiC-2010-HOP-000223	M	Murchison	MPIC NanoSIMS	64.65		50	46
SiC-2010-HOP-000224	M	Murchison	MPIC NanoSIMS	17.43		4	0
SiC-2010-HOP-000225	M	Murchison	MPIC NanoSIMS	59.45		87	31
SiC-2010-HOP-000226	M	Murchison	MPIC NanoSIMS	58.79		58	15
SiC-2010-HOP-000227	M	Murchison	MPIC NanoSIMS	62.89		16	11
SiC-2010-HOP-000228	M	Murchison	MPIC NanoSIMS	96.81		-15	23
SiC-2010-HOP-000229	M	Murchison	MPIC NanoSIMS	51.57		47	61
SiC-2010-HOP-000230	M	Murchison	MPIC NanoSIMS	67.59		-49	29
SiC-2010-HOP-000231	AB	Murchison	MPIC NanoSIMS	4.40		-57	39
SiC-2010-HOP-000232	M	Murchison	MPIC NanoSIMS	53.40		36	-9
SiC-2010-HOP-000233	Z	Murchison	MPIC NanoSIMS	20.47		-84	26
SiC-2010-HOP-000234	AB	Murchison	MPIC NanoSIMS	6.79		-5	-36
SiC-2010-HOP-000235	M	Murchison	MPIC NanoSIMS	14.26		22	3
SiC-2010-HOP-000236	M	Murchison	MPIC NanoSIMS	62.59		62	31
SiC-2010-HOP-000237	M	Murchison	MPIC NanoSIMS	19.23		60	79
SiC-2010-HOP-000238	M	Murchison	MPIC NanoSIMS	94.44		12	30
SiC-2010-HOP-000239	M	Murchison	MPIC NanoSIMS	23.53		29	23
SiC-2010-HOP-000240	Y	Murchison	MPIC NanoSIMS	137.78		25	6
SiC-2010-HOP-000241	M	Murchison	MPIC NanoSIMS	48.28		44	52
SiC-2010-HOP-000242	M	Murchison	MPIC NanoSIMS	71.82		72	-21
SiC-2010-HOP-000243	M	Murchison	MPIC NanoSIMS	46.14		3	65
SiC-2010-HOP-000244	AB	Murchison	MPIC NanoSIMS	3.42		-4	-52
SiC-2010-HOP-000245	M	Murchison	MPIC NanoSIMS	35.42		-11	25
SiC-2010-HOP-000246	M	Murchison	MPIC NanoSIMS	65.96		-15	-70
SiC-2010-HOP-000247	Z	Murchison	MPIC NanoSIMS	64.51		-45	36
SiC-2010-HOP-000248	M	Murchison	MPIC NanoSIMS	72.42		0	27
SiC-2010-HOP-000249	M	Murchison	MPIC NanoSIMS	70.13		59	64
SiC-2010-HOP-000250	M	Murchison	MPIC NanoSIMS	51.65		53	62
SiC-2010-HOP-000251	M	Murchison	MPIC NanoSIMS	68.48		-28	-9
SiC-2010-HOP-000252	M	Murchison	MPIC NanoSIMS	59.37		56	51
SiC-2010-HOP-000253	M	Murchison	MPIC NanoSIMS	85.11		-33	-35
SiC-2010-HOP-000254	M	Murchison	MPIC NanoSIMS	60.17		50	36
SiC-2010-HOP-000255	M	Murchison	MPIC NanoSIMS	50.50		-7	34
SiC-2010-HOP-000256	M	Murchison	MPIC NanoSIMS	18.30		33	58
SiC-2010-HOP-000257	AB	Murchison	MPIC NanoSIMS	12.19		38	4
SiC-2010-HOP-000258	M	Murchison	MPIC NanoSIMS	52.32		57	106
SiC-2010-HOP-000259	M	Murchison	MPIC NanoSIMS	17.88		44	67
SiC-2010-HOP-000260	M	Murchison	MPIC NanoSIMS	43.02		9	19
SiC-2010-HOP-000261	AB	Murchison	MPIC NanoSIMS	6.66		30	-21
SiC-2010-HOP-000262	Y	Murchison	MPIC NanoSIMS	117.91		42	16
SiC-2010-HOP-000263	X	Murchison	MPIC NanoSIMS	1205.79		-718	-371
SiC-2010-HOP-000264	M	Murchison	MPIC NanoSIMS	52.10		59	60
SiC-2010-HOP-000265	Y	Murchison	MPIC NanoSIMS	109.05		3	69
SiC-2010-HOP-000266	M	Murchison	MPIC NanoSIMS	44.51		192	150
SiC-2010-HOP-000267	M	Murchison	MPIC NanoSIMS	91.03		-80	10
SiC-2010-HOP-000268	M	Murchison	MPIC NanoSIMS	55.59		9	124
SiC-2010-HOP-000269	M	Murchison	MPIC NanoSIMS	55.14		41	28
SiC-2010-HOP-000270	M	Murchison	MPIC NanoSIMS	77.82		-4	29
SiC-2010-HOP-000271	M	Murchison	MPIC NanoSIMS	35.92		-17	-10
SiC-2010-HOP-000272	AB	Murchison	MPIC NanoSIMS	7.13		5	-24
SiC-2010-HOP-000273	M	Murchison	MPIC NanoSIMS	22.71		-52	10
SiC-2010-HOP-000274	M	Murchison	MPIC NanoSIMS	48.54		30	48
SiC-2010-HOP-000275	M	Murchison	MPIC NanoSIMS	49.25		34	33
SiC-2010-HOP-000276	M	Murchison	MPIC NanoSIMS	19.14		55	30
SiC-2010-HOP-000277	M	Murchison	MPIC NanoSIMS	73.31		25	38
SiC-2010-HOP-000278	M	Murchison	MPIC NanoSIMS	53.40		-56	30
SiC-2010-HOP-000279	M	Murchison	MPIC NanoSIMS	44.62		57	41
SiC-2010-HOP-000280	M	Murchison	MPIC NanoSIMS	46.63		17	43
SiC-2010-HOP-000281	M	Murchison	MPIC NanoSIMS	74.16		47	-26
SiC-2010-HOP-000282	M	Murchison	MPIC NanoSIMS	59.41		8	54
SiC-2010-HOP-000283	M	Murchison	MPIC NanoSIMS	29.17		4	15
SiC-2010-HOP-000284	AB	Murchison	MPIC NanoSIMS	4.27		36	59
SiC-2010-HOP-000285	M	Murchison	MPIC NanoSIMS	65.49		70	54
SiC-2010-HOP-000286	M	Murchison	MPIC NanoSIMS	55.18		2	43
SiC-2010-HOP-000287	M	Murchison	MPIC NanoSIMS	60.16		47	63
SiC-2010-HOP-000288	M	Murchison	MPIC NanoSIMS	85.24		33	26
SiC-2010-HOP-000289	M	Murchison	MPIC NanoSIMS	33.99		13	93
SiC-2010-HOP-000290	M	Murchison	MPIC NanoSIMS	27.78		24	38
SiC-2010-HOP-000291	M	Murchison	MPIC NanoSIMS	52.45		41	33
SiC-2010-HOP-000292	M	Murchison	MPIC NanoSIMS	75.52		12	0
SiC-2010-HOP-000293	M	Murchison	MPIC NanoSIMS	51.48		54	43
SiC-2010-HOP-000294	M	Murchison	MPIC NanoSIMS	23.76		26	21
SiC-2010-HOP-000295	M	Murchison	MPIC NanoSIMS	49.77		5	-8
SiC-2010-HOP-000296	M	Murchison	MPIC NanoSIMS	81.10		-22	-4
SiC-2010-HOP-000297	M	Murchison	MPIC NanoSIMS	74.61		22	30
SiC-2010-HOP-000298	M	Murchison	MPIC NanoSIMS	88.14		-22	4
SiC-2010-HOP-000299	M	Murchison	MPIC NanoSIMS	56.28		18	79
SiC-2010-HOP-000300	M	Murchison	MPIC NanoSIMS	22.94		15	49
SiC-2010-HOP-000301	M	Murchison	MPIC NanoSIMS	61.53		-11	3
SiC-2010-HOP-000302	M	Murchison	MPIC NanoSIMS	73.28		60	11
SiC-2010-HOP-000303	Z	Murchison	MPIC NanoSIMS	39.49		42	363
SiC-2010-HOP-000304	M	Murchison	MPIC NanoSIMS	71.11		91	76
SiC-2010-HOP-000305	M	Murchison	MPIC NanoSIMS	37.11		32	41
SiC-2010-HOP-000306	M	Murchison	MPIC NanoSIMS	18.79		9	26
SiC-2010-HOP-000307	M	Murchison	MPIC NanoSIMS	62.83		-9	0
SiC-2010-HOP-000308	M	Murchison	MPIC NanoSIMS	62.69		51	43
SiC-2010-HOP-000309	Y	Murchison	MPIC NanoSIMS	112.76		18	48
SiC-2010-HOP-000310	M	Murchison	MPIC NanoSIMS	21.05		51	81
SiC-2010-HOP-000311	Z	Murchison	MPIC NanoSIMS	93.73		-56	112
SiC-2010-HOP-000312	M	Murchison	MPIC NanoSIMS	74.80		19	17
SiC-2010-HOP-000313	M	Murchison	MPIC NanoSIMS	66.31		60	33
SiC-2010-HOP-000314	M	Murchison	MPIC NanoSIMS	50.12		133	96
SiC-2010-HOP-000315	U	Murchison	MPIC NanoSIMS	368.49		263	-185
SiC-2010-HOP-000316	AB	Murchison	MPIC NanoSIMS	4.52		24	42
SiC-2010-HOP-000317	M	Murchison	MPIC NanoSIMS	47.31		-20	37
SiC-2010-HOP-000318	M	Murchison	MPIC NanoSIMS	53.10		9	38
SiC-2010-HOP-000319	M	Murchison	MPIC NanoSIMS	31.26		-5	5
SiC-2010-HOP-000320	M	Murchison	MPIC NanoSIMS	35.10		33	34
SiC-2010-HOP-000321	M	Murchison	MPIC NanoSIMS	61.02		15	-15
SiC-2010-HOP-000322	AB	Murchison	MPIC NanoSIMS	11.12		31	31
SiC-2010-HOP-000323	M	Murchison	MPIC NanoSIMS	22.55		9	-16
SiC-2010-HOP-000324	M	Murchison	MPIC NanoSIMS	31.23		30	26
SiC-2010-HOP-000325	M	Murchison	MPIC NanoSIMS	56.23		50	35
SiC-2010-HOP-000326	M	Murchison	MPIC NanoSIMS	35.81		33	26
SiC-2010-HOP-000327	M	Murchison	MPIC NanoSIMS	38.27		-63	-99
SiC-2010-HOP-000328	M	Murchison	MPIC NanoSIMS	66.87		-36	-6
SiC-2010-HOP-000329	M	Murchison	MPIC NanoSIMS	63.53		31	39
SiC-2010-HOP-000330	M	Murchison	MPIC NanoSIMS	20.58		-7	35
SiC-2010-HOP-000331	M	Murchison	MPIC NanoSIMS	58.78		30	40
SiC-2010-HOP-000332	M	Murchison	MPIC NanoSIMS	32.14		-29	-25
SiC-2010-HOP-000333	M	Murchison	MPIC NanoSIMS	65.00		51	50
SiC-2010-HOP-000334	M	Murchison	MPIC NanoSIMS	62.30		12	-7
SiC-2010-HOP-000335	M	Murchison	MPIC NanoSIMS	61.53		9	2
SiC-2010-HOP-000336	Y	Murchison	MPIC NanoSIMS	109.29		-72	-73
SiC-2010-HOP-000337	M	Murchison	MPIC NanoSIMS	61.67		3	9
SiC-2010-HOP-000338	M	Murchison	MPIC NanoSIMS	42.35		44	24
SiC-2010-HOP-000339	M	Murchison	MPIC NanoSIMS	75.20		48	57
SiC-2010-HOP-000340	M	Murchison	MPIC NanoSIMS	47.43		76	-9
SiC-2010-HOP-000341	M	Murchison	MPIC NanoSIMS	15.91		-1	1
SiC-2010-HOP-000342	Z	Murchison	MPIC NanoSIMS	66.35		-100	113
SiC-2010-HOP-000343	M	Murchison	MPIC NanoSIMS	87.07		0	31
SiC-2010-HOP-000344	M	Murchison	MPIC NanoSIMS	76.47		-11	-30
SiC-2010-HOP-000345	M	Murchison	MPIC NanoSIMS	47.77		121	119
SiC-2010-HOP-000346	M	Murchison	MPIC NanoSIMS	47.63		60	79
SiC-2010-HOP-000347	Z	Murchison	MPIC NanoSIMS	93.90		-51	72
SiC-2010-HOP-000348	M	Murchison	MPIC NanoSIMS	53.06		5	45
SiC-2010-HOP-000349	M	Murchison	MPIC NanoSIMS	85.26		3	45
SiC-2010-HOP-000350	AB	Murchison	MPIC NanoSIMS	4.20		79	53
SiC-2010-HOP-000351	M	Murchison	MPIC NanoSIMS	54.12		22	23
SiC-2010-HOP-000352	M	Murchison	MPIC NanoSIMS	59.31		50	59
SiC-2010-HOP-000353	M	Murchison	MPIC NanoSIMS	66.52		30	36
SiC-2010-HOP-000354	M	Murchison	MPIC NanoSIMS	55.51		50	85
SiC-2010-HOP-000355	Z	Murchison	MPIC NanoSIMS	52.87		-65	116
SiC-2010-HOP-000356	M	Murchison	MPIC NanoSIMS	55.47		-15	26
SiC-2010-HOP-000357	M	Murchison	MPIC NanoSIMS	60.19		-7	-14
SiC-2010-HOP-000358	Y	Murchison	MPIC NanoSIMS	128.37		-12	24
SiC-2010-HOP-000359	M	Murchison	MPIC NanoSIMS	15.16		18	42
SiC-2010-HOP-000360	M	Murchison	MPIC NanoSIMS	61.47		-13	14
SiC-2010-HOP-000361	M	Murchison	MPIC NanoSIMS	59.50		27	33
SiC-2010-HOP-000362	M	Murchison	MPIC NanoSIMS	55.56		19	37
SiC-2010-HOP-000363	M	Murchison	MPIC NanoSIMS	27.02		38	32
SiC-2010-HOP-000364	M	Murchison	MPIC NanoSIMS	18.61		-26	19
SiC-2010-HOP-000365	M	Murchison	MPIC NanoSIMS	69.79		12	16
SiC-2010-HOP-000366	M	Murchison	MPIC NanoSIMS	67.68		6	26
SiC-2010-HOP-000367	M	Murchison	MPIC NanoSIMS	55.33		49	33
SiC-2010-HOP-000368	M	Murchison	MPIC NanoSIMS	78.01		-17	21
SiC-2010-HOP-000369	M	Murchison	MPIC NanoSIMS	47.98		19	7
SiC-2010-HOP-000370	AB	Murchison	MPIC NanoSIMS	4.45		-48	-58
SiC-2010-HOP-000371	M	Murchison	MPIC NanoSIMS	67.98		58	48
SiC-2010-HOP-000372	M	Murchison	MPIC NanoSIMS	21.67		11	-8
SiC-2010-HOP-000373	M	Murchison	MPIC NanoSIMS	58.24		100	84
SiC-2010-HOP-000374	M	Murchison	MPIC NanoSIMS	60.53		37	53
SiC-2010-HOP-000375	M	Murchison	MPIC NanoSIMS	62.15		52	63
SiC-2010-HOP-000376	M	Murchison	MPIC NanoSIMS	88.21		-47	10
SiC-2010-HOP-000377	M	Murchison	MPIC NanoSIMS	70.15		25	11
SiC-2010-HOP-000378	AB	Murchison	MPIC NanoSIMS	7.87		52	53
SiC-2010-HOP-000379	M	Murchison	MPIC NanoSIMS	39.12		4	9
SiC-2010-HOP-000380	M	Murchison	MPIC NanoSIMS	50.43		68	75
SiC-2010-HOP-000381	M	Murchison	MPIC NanoSIMS	61.71		56	35
SiC-2010-HOP-000382	M	Murchison	MPIC NanoSIMS	61.05		43	110
SiC-2010-HOP-000383	AB	Murchison	MPIC NanoSIMS	4.00		94	37
SiC-2010-HOP-000384	M	Murchison	MPIC NanoSIMS	81.50		7	-22
SiC-2010-HOP-000385	M	Murchison	MPIC NanoSIMS	34.14		-57	6
SiC-2010-HOP-000386	M	Murchison	MPIC NanoSIMS	93.45		4	-5
SiC-2010-HOP-000387	Y	Murchison	MPIC NanoSIMS	112.74		-32	-9
